Topic,Count,Name,Representation,Representative_Docs
24,45,24_西宁市_降水_逃犯_金昌,"['西宁市', '降水', '逃犯', '金昌', '震出', '避险', '甘肃', '摇醒', '追逃', '136']","['巧 青海 6.9 级 地震 震出 年 逃犯 月 日 时 45 分 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 震中 西宁市 136 公里 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 \u200b', '巧 青海 6.9 级 地震 震出 年 逃犯 月 日 时 45 分 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 震中 西宁市 136 公里 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 \u200b', '巧 青海 6.9 级 地震 震出 年 逃犯 月 日 时 45 分 青海省 海北 州 门源 县 发生 6.9 级 地震 地震 震中 西宁市 136 公里 地震 摇醒 西宁 市民 纷纷 街头 避险 西宁市 公安局 城北 公安分局 民警 响应 出 街 巡逻 竟 避险 人群 中 发现 一名 年前 诈骗 网上 追逃 逃犯 抓获 \u200b']"
25,44,25_万亿_余额_时政_城市,"['万亿', '余额', '时政', '城市', 'gdp', '再迎', '万亿元', '俱乐部', 'm2', '首个']","['每日 时政 热点 月 13 日中公 简报 星期四 农历 腊月 十一 早安 ! 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 中 \u200b', '中公 早报 ## 时政 月 13 日 简报 星期四 农历 腊月 十一 早安 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 中 \u200b', '中公 早报 ## 时政 月 13 日 简报 星期四 农历 腊月 十一 早安 2021 年 12 月末 M2 余额 同比 增 9% M1 余额 增 3.5% 中国 城市 GDP 万亿 俱乐部 再迎 扩容 东莞 24 万亿 城 北京 全国 首个 官宣 万亿元 城市 天津 疫情 元旦 长假 期间 12 月 23 日 超 33 万 学生 离津 即日起 中 \u200b']"
26,44,26_财产损失_万人_受灾_亿元,"['财产损失', '万人', '受灾', '亿元', '张掖市', '预计', '央视网', '甘快', 'cctv', '新闻频道']","['甘快 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 来源 央视网 O 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 \u200b', '甘快 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 来源 央视网 O 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 \u200b', '甘快 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 来源 央视网 O 青海 门源 6.9 级 地震 张掖市 近 1.5 万人 受灾 预计 财产损失 亿元 \u200b']"
27,43,27_海北藏族自治州_抗震救灾_央企_深度,"['海北藏族自治州', '抗震救灾', '央企', '深度', '震源', '45', '公里', '青海省', '10', '联通']","['抗震救灾 央企 月 日 时 45 分 青海省 海北藏族自治州 门源 县 发生 6.9 级 地震 震源 深度 10 公里', '抗震救灾 央企 月 日 时 45 分 青海省 海北藏族自治州 门源 县 发生 6.9 级 地震 震源 深度 10 公里', '抗震救灾 央企 月 日 时 45 分 青海省 海北藏族自治州 门源 县 发生 6.9 级 地震 震源 深度 10 公里']"
28,43,28_12345_政务_便民_热线,"['12345', '政务', '便民', '热线', '中国联通', '央企', '服务', '抗击', '保障', '百倍']","['抗击 疫情 央企 中国联通 保障 陕西 12345 政务 服务 便民 热线', '抗击 疫情 央企 中国联通 保障 陕西 12345 政务 服务 便民 热线', '抗击 疫情 央企 中国联通 保障 陕西 12345 政务 服务 便民 热线']"
29,43,29_容量_无线_调配_贡献力量,"['容量', '无线', '调配', '贡献力量', '动态', '系统', '中国联通', '央企', '抗击', '抗疫']","['抗击 疫情 央企 中国联通 无线 容量 动态 调配 系统 陕西 抗疫 贡献力量', '抗击 疫情 央企 中国联通 无线 容量 动态 调配 系统 陕西 抗疫 贡献力量', '抗击 疫情 央企 中国联通 无线 容量 动态 调配 系统 陕西 抗疫 贡献力量']"
30,43,30_政府_陕西人_批评_刷新,"['政府', '陕西人', '批评', '刷新', '认知', '确实', '文人', '评论', '吴克敬', 'zf']","['西安 女孩 规矩 死 活 医院 救助 生命 地方 疫情 原因 一刀切 政策 好多 事件 太 心寒 陕西人 网上 西安 不好 评价 有时候 生气 批评 地方 批评 做好 做好 每次 热 搜才 想 解决 办法 牺牲 公平', '回复 增长 黑客 笔记 去过 非 来过 西安 问 疫情 西安 逻辑 像是 地球 我能 告诉 姐姐 当年 陕北 插队 落户 咸阳 波黑 记者 时 女儿 咸阳 读 小学 一家 半拉 陕西人', '回复 增长 黑客 笔记 去过 非 来过 西安 问 疫情 西安 逻辑 像是 地球 我能 告诉 姐姐 当年 陕北 插队 落户 咸阳 波黑 记者 时 女儿 咸阳 读 小学 一家 半拉 陕西人']"
31,43,31_余震_地震局_两次_千米,"['余震', '地震局', '两次', '千米', '马玉虎', '深度', '位于', '震源', '副局长', '起伏']","['青海 门源 今日 两次 地震 均 属 余震 月 12 日 18 时 20 分 20 时 16 分 青海省 海北藏族自治州 门源回族自治县 发生 5.2 级 4.8 级 地震 震源 深度 均 10 千米 青海省 地震局 副局长 马玉虎 介绍 今日 两次 地震 均 属 月 日 门源 6.9 级 地震 余震 位于 余震 区 东端 主震 22km 起伏 活动 先前 地震 序列 \u200b', '青海 门源 今日 两次 地震 均 属 余震 月 12 日 18 时 20 分 20 时 16 分 青海省 海北藏族自治州 门源回族自治县 发生 5.2 级 4.8 级 地震 震源 深度 均 10 千米 青海省 地震局 副局长 马玉虎 介绍 今日 两次 地震 均 属 月 日 门源 6.9 级 地震 余震 位于 余震 区 东端 主震 22km 起伏 活动 先前 地震 序列 \u200b', '青海 门源 今日 两次 地震 均 属 余震 月 12 日 18 时 20 分 20 时 16 分 青海省 海北藏族自治州 门源回族自治县 发生 5.2 级 4.8 级 地震 震源 深度 均 10 千米 青海省 地震局 副局长 马玉虎 介绍 今日 两次 地震 均 属 月 日 门源 6.9 级 地震 余震 位于 余震 区 东端 主震 22km 起伏 活动 先前 地震 序列 \u200b']"
32,42,32_消防_分队_救援_赶赴,"['消防', '分队', '救援', '赶赴', '战勤', '644', '147', '调派', '前突', '出动']","['青海 门源 5.2 级 地震 消防 救援 人员 赶赴 震中 排查 地震 发生 青海省 消防 救援 总队 调派 海北 州 门源 县 消防 救援 大队 前突 保障 分队 车 15 赶赴 震中 排查 灾情 集结 全省 支 重型 支 轻型 战勤 保障 分队 共 147 车 644 做好 出动 L 中国 消防 微博 视频 \u200b \u200b \u200b', '青海 门源 5.2 级 地震 消防 救援 人员 赶赴 震中 排查 地震 发生 青海省 消防 救援 总队 调派 海北 州 门源 县 消防 救援 大队 前突 保障 分队 车 15 赶赴 震中 排查 灾情 集结 全省 支 重型 支 轻型 战勤 保障 分队 共 147 车 644 做好 出动 L 中国 消防 微博 视频 \u200b', '青海 门源 5.2 级 地震 消防 救援 人员 赶赴 震中 排查 地震 发生 青海省 消防 救援 总队 调派 海北 州 门源 县 消防 救援 大队 前突 保障 分队 车 15 赶赴 震中 排查 灾情 集结 全省 支 重型 支 轻型 战勤 保障 分队 共 147 车 644 做好 出动 L 中国 消防 微博 视频 \u200b']"
33,42,33_程序_研发_板块_19,"['程序', '研发', '板块', '19', '共同开发', '一款', '这款', '王晓哲', '开发', '投入使用']","['19 名 西安 大学生 研发 疫情 防控 程序 小时 分钟 月 日 陕西 西安 19 名 西北工业大学 学生 共同开发 一款 疫情 防控 程序 这款 程序 12 月 23 日 研发 上线 两个 板块 后续 板块 更新 中 预计 很快 投入使用 参与 开发 王晓哲 同学 称 程序 封闭 在校 学生 带 \u200b', '19 名 西安 大学生 研发 疫情 防控 程序 小时 分钟 月 日 陕西 西安 19 名 西北工业大学 学生 共同开发 一款 疫情 防控 程序 这款 程序 12 月 23 日 研发 上线 两个 板块 后续 板块 更新 中 预计 很快 投入使用 参与 开发 王晓哲 同学 称 程序 封闭 在校 学生 带 \u200b', '19 名 西安 大学生 研发 疫情 防控 程序 小时 分钟 月 日 陕西 西安 19 名 西北工业大学 学生 共同开发 一款 疫情 防控 程序 这款 程序 12 月 23 日 研发 上线 两个 板块 后续 板块 更新 中 预计 很快 投入使用 参与 开发 王晓哲 同学 称 程序 封闭 在校 学生 带 \u200b']"
34,40,34_77_26_东经_北纬,"['77', '26', '东经', '北纬', '101', '37', '千米', '测定', '深度', '震源']","['青海 门源 6.9 级 地震 青海 海北 州 门源 县 发生 6.9 级 地震 西安 震感 陕西省 地震局 发布 提醒 中国 地震 台网 正式 测定 01 月 08 日 01 时 45 分在 青海 海北 州 门源 县 北纬 37.77 度 东经 101.26 度 发生 6.9 级 地震 震源 深度 10 千米 西宁 兰州 西安 均 震感 陕西省 地震局 官方 微博 月 日 12 发布 提醒 \u200b', '青海 门源 6.9 级 地震 青海 海北 州 门源 县 发生 6.9 级 地震 西安 震感 陕西省 地震局 发布 提醒 中国 地震 台网 正式 测定 01 月 08 日 01 时 45 分在 青海 海北 州 门源 县 北纬 37.77 度 东经 101.26 度 发生 6.9 级 地震 震源 深度 10 千米 西宁 兰州 西安 均 震感 陕西省 地震局 官方 微博 月 日 12 发布 提醒 \u200b', '青海 门源 6.9 级 地震 青海 海北 州 门源 县 发生 6.9 级 地震 西安 震感 陕西省 地震局 发布 提醒 中国 地震 台网 正式 测定 01 月 08 日 01 时 45 分在 青海 海北 州 门源 县 北纬 37.77 度 东经 101.26 度 发生 6.9 级 地震 震源 深度 10 千米 西宁 兰州 西安 均 震感 陕西省 地震局 官方 微博 月 日 12 发布 提醒 \u200b']"
35,40,35_避震_知识_自救_抗拒,"['避震', '知识', '自救', '抗拒', '位置', '学习', '正确', '来临', '管理部', '伤害']","['青海 门源 5.2 级 地震 地震 来临 正确 避险 地震 灾害 抗拒 避震 方式 降低 伤害 地震 发生 时 跑 躲 位置 避震 方法 戳 视频 ↓ ↓ 学习 避震 知识 L 应急 管理部 微博 视频 \u200b \u200b \u200b', '青海 门源 5.2 级 地震 地震 来临 正确 避险 地震 灾害 抗拒 避震 方式 降低 伤害 地震 发生 时 跑 躲 位置 避震 方法 戳 视频 ↓ ↓ 学习 避震 知识 L 应急 管理部 微博 视频 \u200b', '青海 门源 5.2 级 地震 地震 来临 正确 避险 地震 灾害 抗拒 避震 方式 降低 伤害 地震 发生 时 跑 躲 位置 避震 方法 戳 视频 ↓ ↓ 学习 避震 知识 L 应急 管理部 微博 视频 \u200b \u200b \u200b']"
36,40,36_生命财产_竭尽全力_河西_避开,"['生命财产', '竭尽全力', '河西', '避开', '远离', '甘快', '我省', '应对', '人民', '客户端']","['甘快 竭尽全力 保障 人民 群众 生命财产 我省 河西 地区 应对 青海 门源 6.9 级 地震 来源 新 甘肃 客户端 O 网页 链接 \u200b', '甘快 竭尽全力 保障 人民 群众 生命财产 我省 河西 地区 应对 青海 门源 6.9 级 地震 来源 新 甘肃 客户端 O 网页 链接 \u200b', '甘快 竭尽全力 保障 人民 群众 生命财产 我省 河西 地区 应对 青海 门源 6.9 级 地震 来源 新 甘肃 客户端 O 网页 链接 \u200b']"
37,39,37_厨房_爱心_抗癌_肿瘤医院,"['厨房', '爱心', '抗癌', '肿瘤医院', '召集', '德善', '原本', '供餐', '看病', '1000']","['西安 抗癌 厨房 抗疫 人员 送 爱心 餐 陕西省 肿瘤医院 德善 厨房 原本 患者 供餐 爱心 共享 厨房 疫情 厨房 召集 志愿者 免费 做 1000 份 爱心 餐 送给 一线 抗疫 人员 看病 滞留 患者 说 感谢 爱心 厨房 力量 力量 更 齐心 战疫 加油 \u200b', '西安 抗癌 厨房 抗疫 人员 送 爱心 餐 陕西省 肿瘤医院 德善 厨房 原本 患者 供餐 爱心 共享 厨房 疫情 厨房 召集 志愿者 免费 做 1000 份 爱心 餐 送给 一线 抗疫 人员 看病 滞留 患者 说 感谢 爱心 厨房 力量 力量 更 齐心 战疫 加油 \u200b', '西安 抗癌 厨房 抗疫 人员 送 爱心 餐 陕西省 肿瘤医院 德善 厨房 原本 患者 供餐 爱心 共享 厨房 疫情 厨房 召集 志愿者 免费 做 1000 份 爱心 餐 送给 一线 抗疫 人员 看病 滞留 患者 说 感谢 爱心 厨房 力量 力量 更 齐心 战疫 加油 \u200b']"
38,38,38_总攻_清零_阶段_社会,"['总攻', '清零', '阶段', '社会', '办告', '口号', '防控', '战士', '加油', '地图']","['陕西 疫情 防控 社会 面 清零 总攻 阶段', '陕西 疫情 防控 社会 面 清零 总攻 阶段 \u200b', '陕西 疫情 防控 社会 面 清零 总攻 阶段 \u200b']"
39,38,39_直辖市_自治区_个省_福建,"['直辖市', '自治区', '个省', '福建', '境外', '新疆生产建设兵团', '广西', '24', '冠状病毒', '31']","['疫情 速报 2022 年 月 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 2022 年 月 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 157 例 境外 输入 病例 60 例 上海 26 例 广东 例 云南 例 福建 例 天津 例 浙江 例 广西 例 辽宁 例 河南 例 湖南 例 四川 例 \u200b', '北疆 网民 2022 年 月 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 2022 年 月 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 159 例 境外 输入 病例 64 例 上海 32 例 广东 例 天津 例 广西 例 福建 例 湖南 例 云南 例 辽宁 例 河南 例 四川 例 含 例由 无症状 \u200b', '疫情 速报 2022 年 月 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 2022 年 月 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 159 例 境外 输入 病例 64 例 上海 32 例 广东 例 天津 例 广西 例 福建 例 湖南 例 云南 例 辽宁 例 河南 例 四川 例 含 例由 无症状 感 \u200b']"
40,38,40_求生_姿势_记住_周知,"['求生', '姿势', '记住', '周知', '来时', '标准', '扩散', '内部', '地震', '平衡']","['青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势', '青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势', '青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势 \u200b \u200b \u200b']"
41,38,41_抗疫共助_齐心_基金会_思源,"['抗疫共助', '齐心', '基金会', '思源', '扶贫', '邓伦', '益芯', '工程', '捐款', '成功']","['抗击 疫情 陕西 赠人 玫瑰 手有余香 齐心 抗疫共助 陕西 项目 捐款 成功 愿 邓伦 益芯 北 爱心 传递 中华 思源 工程 扶贫 基金会 齐心 抗疫共助 陕西 \u200b', '抗击 疫情 陕西 赠人 玫瑰 手有余香 齐心 抗疫共助 陕西 项目 捐款 成功 愿 邓伦 益芯 北 爱心 传递 中华 思源 工程 扶贫 基金会 齐心 抗疫共助 陕西 \u200b', '抗击 疫情 陕西 赠人 玫瑰 手有余香 齐心 抗疫共助 陕西 项目 捐款 成功 愿 邓伦 益芯 北 爱心 传递 中华 思源 工程 扶贫 基金会 齐心 抗疫共助 陕西 \u200b']"
42,37,42_一万四千_支持_欣悦_大一,"['一万四千', '支持', '欣悦', '大一', '工程学院', '蔬菜', '想着', '父母', '服装', '捐赠']","['支持 抗疫 大一 学生 学校 捐赠 一万四千 斤 蔬菜 支持 防疫 月 日 陕西 西安 陕西 服装 工程学院 信息 工程学院 大一 学生 陈 欣悦 捐赠 学校 一万四千 斤 蔬菜 陈 欣悦 防疫 工作人员 辛苦 时 便 想着 防疫 出 一份 力 家人 父母 支持 采购 一万四千 斤 蔬菜 支持 疫情 防控 工作 \u200b', '支持 抗疫 大一 学生 学校 捐赠 一万四千 斤 蔬菜 支持 防疫 月 日 陕西 西安 陕西 服装 工程学院 信息 工程学院 大一 学生 陈 欣悦 捐赠 学校 一万四千 斤 蔬菜 陈 欣悦 防疫 工作人员 辛苦 时 便 想着 防疫 出 一份 力 家人 父母 支持 采购 一万四千 斤 蔬菜 支持 疫情 防控 工作 \u200b', '支持 抗疫 大一 学生 学校 捐赠 一万四千 斤 蔬菜 支持 防疫 月 日 陕西 西安 陕西 服装 工程学院 信息 工程学院 大一 学生 陈 欣悦 捐赠 学校 一万四千 斤 蔬菜 陈 欣悦 防疫 工作人员 辛苦 时 便 想着 防疫 出 一份 力 家人 父母 支持 采购 一万四千 斤 蔬菜 支持 疫情 防控 工作 \u200b']"
